IPR011545	DEAD/DEAH box helicase domain
IPR002227	Tyrosinase copper-binding domain
IPR002227	Tyrosinase copper-binding domain
IPR002227	Tyrosinase copper-binding domain
IPR022739	Polyphenol oxidase, central domain
IPR002227	Tyrosinase copper-binding domain
IPR022740	Polyphenol oxidase, C-terminal
IPR025558	Domain of unknown function DUF4283
IPR000608	Ubiquitin-conjugating enzyme E2
IPR000608	Ubiquitin-conjugating enzyme E2
IPR000719	Protein kinase domain
IPR000742	EGF-like domain
IPR000742	EGF-like domain
IPR025287	Wall-associated receptor kinase, galacturonan-binding domain
IPR001881	EGF-like calcium-binding domain
IPR000719	Protein kinase domain
IPR007235	Glycosyl transferase, family 28, C-terminal
IPR005202	Transcription factor GRAS
IPR005202	Transcription factor GRAS
IPR004252	Probable transposase, Ptta/En/Spm, plant
IPR000626	Ubiquitin-like domain
IPR000626	Ubiquitin-like domain
IPR000626	Ubiquitin-like domain
IPR000626	Ubiquitin-like domain
IPR000626	Ubiquitin-like domain
IPR000626	Ubiquitin-like domain
IPR005181	Sialate O-acetylesterase domain
IPR003657	WRKY domain
IPR003657	WRKY domain
IPR003657	WRKY domain
IPR003657	WRKY domain
IPR004240	Nonaspanin (TM9SF)
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR001715	Calponin homology domain
IPR001715	Calponin homology domain
IPR001715	Calponin homology domain
IPR001715	Calponin homology domain
IPR001715	Calponin homology domain
IPR001715	Calponin homology domain
IPR018316	Tubulin/FtsZ, 2-layer sandwich domain
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR003008	Tubulin/FtsZ, GTPase domain
IPR005174	Domain unknown function DUF295
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR011545	DEAD/DEAH box helicase domain
IPR001650	Helicase, C-terminal
IPR001650	Helicase, C-terminal
IPR005178	Organic solute transporter subunit alpha/Transmembrane protein 184
IPR005178	Organic solute transporter subunit alpha/Transmembrane protein 184
IPR001075	NIF system FeS cluster assembly, NifU, C-terminal
IPR001075	NIF system FeS cluster assembly, NifU, C-terminal
IPR003749	Sulfur carrier ThiS/MoaD-like

IPR029146	CST complex subunit Ten1, animal and plant type
IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR004276	Glycosyltransferase family 28, N-terminal domain
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR010908	Longin domain
IPR010908	Longin domain
IPR007275	YTH domain
IPR007275	YTH domain
IPR019165	Peptidase M76, ATP23
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR013525	ABC-2 type transporter
IPR012416	CALMODULIN-BINDING PROTEIN60
IPR008889	VQ
IPR000422	3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB
IPR000422	3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB
IPR000926	GTP cyclohydrolase II, RibA
IPR032677	GTP cyclohydrolase II
IPR002293	Amino acid/polyamine transporter I
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR000683	Oxidoreductase, N-terminal
IPR007632	Anoctamin
IPR021183	N-terminal acetyltransferase A, auxiliary subunit
IPR001806	Small GTPase
IPR005225	Small GTP-binding protein domain






IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR003613	U box domain
IPR003613	U box domain
IPR017932	Glutamine amidotransferase type 2 domain
IPR000836	Phosphoribosyltransferase domain
IPR005854	Amidophosphoribosyltransferase
IPR017932	Glutamine amidotransferase type 2 domain
IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
IPR007757	MT-A70-like
IPR007757	MT-A70-like
IPR014830	Glycolipid transfer protein domain
IPR025558	Domain of unknown function DUF4283
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
IPR010788	VDE lipocalin domain
IPR003819	TauD/TfdA-like domain
IPR032310	Putative nuclear localisation signal
IPR012463	Ethylene-responsive binding factor-associated repression
IPR032308	Jas TPL-binding domain
IPR000133	ER lumen protein retaining receptor
IPR000133	ER lumen protein retaining receptor
IPR000133	ER lumen protein retaining receptor
IPR000133	ER lumen protein retaining receptor
IPR000133	ER lumen protein retaining receptor
IPR000133	ER lumen protein retaining receptor
IPR001650	Helicase, C-terminal
IPR001650	Helicase, C-terminal
IPR015195	SLIDE domain
IPR015194	ISWI, HAND domain
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR017884	SANT domain
IPR000330	SNF2-related, N-terminal domain

IPR003337	Trehalose-phosphatase
IPR001830	Glycosyl transferase, family 20
IPR003337	Trehalose-phosphatase
IPR012766	Alpha,alpha-trehalose-phosphate synthase
IPR025558	Domain of unknown function DUF4283
IPR002634	BolA protein
IPR001789	Signal transduction response regulator, receiver domain
IPR003018	GAF domain
IPR001789	Signal transduction response regulator, receiver domain
IPR000864	Proteinase inhibitor I13, potato inhibitor I
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR002921	Fungal lipase-like domain
IPR004027	SEC-C motif
IPR005645	Serine hydrolase FSH
IPR015410	Domain of unknown function DUF1985
IPR001772	Kinase associated domain 1 (KA1)
IPR018451	NAF/FISL domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR004041	NAF domain
IPR000719	Protein kinase domain
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR003169	GYF domain
IPR003169	GYF domain
IPR001135	NADH-quinone oxidoreductase, subunit D

IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR003480	Transferase
IPR000626	Ubiquitin-like domain
IPR000061	SWAP/Surp
IPR000061	SWAP/Surp
IPR000061	SWAP/Surp
IPR000626	Ubiquitin-like domain
IPR022030	Splicing factor 3A subunit 1
IPR000061	SWAP/Surp
IPR013819	Lipoxygenase, C-terminal
IPR001024	PLAT/LH2 domain
IPR001246	Lipoxygenase, plant
IPR001246	Lipoxygenase, plant
IPR001246	Lipoxygenase, plant
IPR001246	Lipoxygenase, plant
IPR001246	Lipoxygenase, plant
IPR001246	Lipoxygenase, plant
IPR001246	Lipoxygenase, plant
IPR013819	Lipoxygenase, C-terminal
IPR013819	Lipoxygenase, C-terminal
IPR013819	Lipoxygenase, C-terminal
IPR013819	Lipoxygenase, C-terminal
IPR013819	Lipoxygenase, C-terminal
IPR001024	PLAT/LH2 domain
IPR009291	Vacuolar protein sorting-associated protein 62
IPR012946	X8 domain





IPR000477	Reverse transcriptase domain
IPR007217	Per1-like
IPR005821	Ion transport domain
IPR000595	Cyclic nucleotide-binding domain
IPR000595	Cyclic nucleotide-binding domain
IPR000048	IQ motif, EF-hand binding site
IPR000679	Zinc finger, GATA-type
IPR000679	Zinc finger, GATA-type
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR031595	Protein-only RNase P, C-terminal
IPR033443	Pentacotripeptide-repeat region of PRORP
IPR019787	Zinc finger, PHD-finger
IPR021998	Alfin
IPR019787	Zinc finger, PHD-finger
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR015404	Sorting nexin Vps5-like, C-terminal
IPR001683	Phox homologous domain
IPR001683	Phox homologous domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR002156	Ribonuclease H domain
IPR002156	Ribonuclease H domain
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR012953	BOP1, N-terminal domain
IPR005814	Aminotransferase class-III
IPR018222	Nuclear transport factor 2, eukaryote
IPR002075	Nuclear transport factor 2
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR001790	Ribosomal protein L10P
IPR003441	NAC domain
IPR003441	NAC domain
IPR009631	CGLD27-like
IPR001283	Cysteine-rich  secretory protein-related
IPR001283	Cysteine-rich  secretory protein-related
IPR001283	Cysteine-rich  secretory protein-related
IPR001283	Cysteine-rich  secretory protein-related
IPR014044	CAP domain
IPR006702	Casparian strip membrane protein domain
IPR006459	Casparian strip membrane protein
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR006067	Nitrite/sulphite reductase 4Fe-4S domain
IPR005117	Nitrite/Sulfite reductase ferredoxin-like domain
IPR005117	Nitrite/Sulfite reductase ferredoxin-like domain
IPR006066	Nitrite/sulphite reductase iron-sulphur/sirohaem-binding site
IPR006066	Nitrite/sulphite reductase iron-sulphur/sirohaem-binding site
IPR006067	Nitrite/sulphite reductase 4Fe-4S domain
IPR011787	Sulphite reductase, ferredoxin dependent
IPR007180	Domain of unknown function DUF382
IPR006568	PSP, proline-rich
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR000801	Putative esterase
IPR014186	S-formylglutathione hydrolase
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain

IPR000850	Adenylate kinase/UMP-CMP kinase
IPR000850	Adenylate kinase/UMP-CMP kinase
IPR000850	Adenylate kinase/UMP-CMP kinase
IPR000850	Adenylate kinase/UMP-CMP kinase
IPR005804	Fatty acid desaturase domain
IPR021863	Fatty acid desaturase, N-terminal
IPR008801	Rapid ALkalinization Factor
IPR007117	Expansin, cellulose-binding-like domain
IPR007117	Expansin, cellulose-binding-like domain
IPR020946	Flavin monooxygenase-like




IPR013029	YchF, C-terminal domain
IPR006073	GTP binding domain
IPR006073	GTP binding domain
IPR006073	GTP binding domain
IPR006073	GTP binding domain
IPR006073	GTP binding domain
IPR031167	OBG-type guanine nucleotide-binding (G) domain
IPR004396	Ribosome-binding ATPase YchF/Obg-like ATPase 1
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR006073	GTP binding domain
IPR014813	Guanine nucleotide-binding protein-like 3, N-terminal domain
IPR006073	GTP binding domain
IPR006073	GTP binding domain
IPR030378	Circularly permuted (CP)-type guanine nucleotide-binding (G) domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR000961	AGC-kinase, C-terminal
IPR000719	Protein kinase domain
IPR001525	C-5 cytosine methyltransferase
IPR015940	Ubiquitin-associated domain
IPR030380	SAM-dependent methyltransferase DRM
IPR003388	Reticulon
IPR003388	Reticulon
IPR039297	Cytochrome c oxidase subunit VII
IPR001878	Zinc finger, CCHC-type
IPR004343	Plus-3 domain
IPR004343	Plus-3 domain
IPR037595	Reversibly glycosylated polypeptide family
IPR012429	Domain of unknown function DUF1624
IPR025422	Transcription factor TGA like domain
IPR025422	Transcription factor TGA like domain
IPR005578	Yif1 family
IPR001810	F-box domain
IPR004000	Actin family
IPR001810	F-box domain
IPR015333	Pollen allergen ole e 6
IPR002059	Cold-shock protein, DNA-binding
IPR002059	Cold-shock protein, DNA-binding
IPR002059	Cold-shock protein, DNA-binding
IPR002059	Cold-shock protein, DNA-binding
IPR001878	Zinc finger, CCHC-type
